TYPE,DATA,NAME,LABEL,UNITS,META,GROUP,REQUIRE,CONSTRAINT
SSC_INPUT,SSC_NUMBER,6par_celltech,Solar cell technology type,,"monoSi=0,multiSi=1,CdTe=2,CIS=3,CIGS=4,Amorphous=5",pvsamv1,module_model=2,"INTEGER,MIN=0,MAX=5"
SSC_INPUT,SSC_NUMBER,6par_vmp,Maximum power point voltage,V,,pvsamv1,module_model=2,
SSC_INPUT,SSC_NUMBER,6par_imp,Imp,A,,pvsamv1,module_model=2,
SSC_INPUT,SSC_NUMBER,6par_voc,Voc,V,,pvsamv1,module_model=2,
SSC_INPUT,SSC_NUMBER,6par_isc,Isc,A,,pvsamv1,module_model=2,
SSC_INPUT,SSC_NUMBER,6par_bvoc,Short circuit current temperature coefficient,V/C,,pvsamv1,module_model=2,
SSC_INPUT,SSC_NUMBER,6par_aisc,Open circuit voltage temperature coefficient,A/C,,pvsamv1,module_model=2,
SSC_INPUT,SSC_NUMBER,6par_gpmp,Maximum power point temperature coefficient,%/C,,pvsamv1,module_model=2,
SSC_INPUT,SSC_NUMBER,6par_nser,Nseries,,,pvsamv1,module_model=2,"INTEGER,POSITIVE"
SSC_INPUT,SSC_NUMBER,6par_area,Module area,m2,,pvsamv1,module_model=2,
SSC_INPUT,SSC_NUMBER,6par_tnoct,Nominal operating cell temperature,C,,pvsamv1,module_model=2,
SSC_INPUT,SSC_NUMBER,6par_standoff,Standoff mode,,"0=bipv,1=>3.5in,2=2.5-3.5in,3=1.5-2.5in,4=0.5-1.5in,5=<0.5in,6=ground/rack",pvsamv1,module_model=2,"INTEGER,MIN=0,MAX=6"
SSC_INPUT,SSC_NUMBER,6par_mounting,Array mounting height,,"0=one story,1=two story",pvsamv1,module_model=2,"INTEGER,MIN=0,MAX=1"
SSC_INPUT,SSC_NUMBER,snl_module_structure,Module and mounting structure configuration,,"0=Use Database Values,1=glass/cell/polymer sheet - open rack,2=glass/cell/glass - open rack,3=polymer/thin film/steel - open rack,4=Insulated back building-integrated PV,5=close roof mount,6=user-defined",pvsamv1,module_model=3,"INTEGER,MIN=0,MAX=6"
SSC_INPUT,SSC_NUMBER,snl_a,Temperature coefficient a,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_b,Temperature coefficient b,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_dtc,Temperature coefficient dT,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_ref_a,User-specified a,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_ref_b,User-specified b,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_ref_dT,User-specified dT,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_fd,Diffuse fraction,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_a0,Air mass polynomial coeff 0,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_a1,Air mass polynomial coeff 1,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_a2,Air mass polynomial coeff 2,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_a3,Air mass polynomial coeff 3,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_a4,Air mass polynomial coeff 4,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_aimp,Max power point current temperature coefficient,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_aisc,Short circuit current temperature coefficient,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_area,Module area,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_b0,Incidence angle modifier polynomial coeff 0,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_b1,Incidence angle modifier polynomial coeff 1,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_b2,Incidence angle modifier polynomial coeff 2,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_b3,Incidence angle modifier polynomial coeff 3,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_b4,Incidence angle modifier polynomial coeff 4,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_b5,Incidence angle modifier polynomial coeff 5,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_bvmpo,Max power point voltage temperature coefficient,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_bvoco,Open circuit voltage temperature coefficient,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_c0,C0,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_c1,C1,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_c2,C2,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_c3,C3,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_c4,C4,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_c5,C5,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_c6,C6,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_c7,C7,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_impo,Max power point current,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_isco,Short circuit current,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_ixo,Ix midpoint current,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_ixxo,Ixx midpoint current,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_mbvmp,Irradiance dependence of Vmp temperature coefficient,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_mbvoc,Irradiance dependence of Voc temperature coefficient,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_n,Diode factor,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_series_cells,Number of cells in series,,,pvsamv1,module_model=3,INTEGER
SSC_INPUT,SSC_NUMBER,snl_vmpo,Max power point voltage,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,snl_voco,Open circuit voltage,,,pvsamv1,module_model=3,
SSC_INPUT,SSC_NUMBER,sd11par_nser,Nseries,,,pvsamv1,module_model=4,"INTEGER,POSITIVE"
SSC_INPUT,SSC_NUMBER,sd11par_area,Module area,m2,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_AMa0,Air mass modifier coeff 0,,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_AMa1,Air mass modifier coeff 1,,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_AMa2,Air mass modifier coeff 2,,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_AMa3,Air mass modifier coeff 3,,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_AMa4,Air mass modifier coeff 4,,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_glass,Cover glass type,,"0=normal,1=AR glass",pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_tnoct,Nominal operating cell temperature,C,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_standoff,Standoff mode,,"0=bipv,1=>3.5in,2=2.5-3.5in,3=1.5-2.5in,4=0.5-1.5in,6=<0.5in,5=ground/rack",pvsamv1,module_model=4,"INTEGER,MIN=0,MAX=6"
SSC_INPUT,SSC_NUMBER,sd11par_mounting,Array mounting height,,"0=one story,1=two story",pvsamv1,module_model=4,"INTEGER,MIN=0,MAX=1"
SSC_INPUT,SSC_NUMBER,sd11par_Vmp0,Vmp (STC),V,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_Imp0,Imp (STC),A,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_Voc0,Voc (STC),V,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_Isc0,Isc (STC),A,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_alphaIsc,Open circuit voltage temperature coefficient,A/C,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_n,Diode nonideality factor,,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_Il,Light current,A,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_Io,Saturation current,A,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_Egref,Bandgap voltage,eV,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_d1,Rs fit parameter 1,,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_d2,Rs fit parameter 2,,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_d3,Rs fit parameter 3,,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_c1,Rsh fit parameter 1,,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_c2,Rsh fit parameter 2,,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,sd11par_c3,Rsh fit parameter 3,,,pvsamv1,module_model=4,
SSC_INPUT,SSC_NUMBER,inverter_model,Inverter model specifier,,"0=cec,1=datasheet,2=partload",pvsamv1,*,"INTEGER,MIN=0,MAX=2"
SSC_INPUT,SSC_NUMBER,mppt_low_inverter,Minimum inverter MPPT voltage window,Vdc,,pvsamv1,,?=0
SSC_INPUT,SSC_NUMBER,mppt_hi_inverter,Maximum inverter MPPT voltage window,Vdc,,pvsamv1,,?=0
SSC_INPUT,SSC_NUMBER,inv_snl_c0,Curvature between ac-power and dc-power at ref,1/W,,pvsamv1,inverter_model=0,
SSC_INPUT,SSC_NUMBER,inv_snl_c1,Coefficient of Pdco variation with dc input voltage,1/V,,pvsamv1,inverter_model=0,
SSC_INPUT,SSC_NUMBER,inv_snl_c2,Coefficient of Pso variation with dc input voltage,1/V,,pvsamv1,inverter_model=0,
SSC_INPUT,SSC_NUMBER,inv_snl_c3,Coefficient of Co variation with dc input voltage,1/V,,pvsamv1,inverter_model=0,
SSC_INPUT,SSC_NUMBER,inv_snl_paco,AC maximum power rating,Wac,,pvsamv1,inverter_model=0,
SSC_INPUT,SSC_NUMBER,inv_snl_pdco,DC input power at which ac-power rating is achieved,Wdc,,pvsamv1,inverter_model=0,
SSC_INPUT,SSC_NUMBER,inv_snl_pnt,AC power consumed by inverter at night,Wac,,pvsamv1,inverter_model=0,
SSC_INPUT,SSC_NUMBER,inv_snl_pso,DC power required to enable the inversion process,Wdc,,pvsamv1,inverter_model=0,
SSC_INPUT,SSC_NUMBER,inv_snl_vdco,DC input voltage for the rated ac-power rating,Vdc,,pvsamv1,inverter_model=0,
SSC_INPUT,SSC_NUMBER,inv_snl_vdcmax,Maximum dc input operating voltage,Vdc,,pvsamv1,inverter_model=0,
SSC_INPUT,SSC_NUMBER,inv_ds_paco,AC maximum power rating,Wac,,pvsamv1,inverter_model=1,
SSC_INPUT,SSC_NUMBER,inv_ds_eff,Weighted or Peak or Nominal Efficiency,Wdc,,pvsamv1,inverter_model=1,
SSC_INPUT,SSC_NUMBER,inv_ds_pnt,AC power consumed by inverter at night,Wac,,pvsamv1,inverter_model=1,
SSC_INPUT,SSC_NUMBER,inv_ds_pso,DC power required to enable the inversion process,Wdc,,pvsamv1,inverter_model=1,
SSC_INPUT,SSC_NUMBER,inv_ds_vdco,DC input voltage for the rated ac-power rating,Vdc,,pvsamv1,inverter_model=1,
SSC_INPUT,SSC_NUMBER,inv_ds_vdcmax,Maximum dc input operating voltage,Vdc,,pvsamv1,inverter_model=1,
SSC_INPUT,SSC_NUMBER,inv_pd_paco,AC maximum power rating,Wac,,pvsamv1,inverter_model=2,
SSC_INPUT,SSC_NUMBER,inv_pd_pdco,DC input power at which ac-power rating is achieved,Wdc,,pvsamv1,inverter_model=2,
SSC_INPUT,SSC_ARRAY,inv_pd_partload,Partload curve partload values,%,,pvsamv1,inverter_model=2,
SSC_INPUT,SSC_ARRAY,inv_pd_efficiency,Partload curve efficiency values,%,,pvsamv1,inverter_model=2,
SSC_INPUT,SSC_NUMBER,inv_pd_pnt,AC power consumed by inverter at night,Wac,,pvsamv1,inverter_model=2,
SSC_INPUT,SSC_NUMBER,inv_pd_vdco,DC input voltage for the rated ac-power rating,Vdc,,pvsamv1,inverter_model=2,
SSC_INPUT,SSC_NUMBER,inv_pd_vdcmax,Maximum dc input operating voltage,Vdc,,pvsamv1,inverter_model=2,
SSC_INPUT,SSC_NUMBER,en_batt,Enable battery storage model,0/1,,Battery,?=0,
SSC_INPUT,SSC_NUMBER,batt_replacement_option,Enable battery replacement?,"0=none,1=capacity based,2=user schedule",,Battery,?=0,"INTEGER,MIN=0,MAX=2"
SSC_INPUT,SSC_ARRAY,batt_replacement_schedule,Battery bank replacements per year (user specified),number/year,,Battery,batt_replacement_option=2,
SSC_INPUT,SSC_ARRAY,load,Electricity load (year 1),kW,,Battery,?,
SSC_INPUT,SSC_NUMBER,batt_dispatch_choice,Battery dispatch algorithm,0/1/2,,Battery,?=0,
SSC_OUTPUT,SSC_ARRAY,gh,Irradiance GHI from weather file,W/m2,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,dn,Irradiance DNI from weather file,W/m2,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,df,Irradiance DHI from weather file,W/m2,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,wfpoa,Irradiance POA from weather file,W/m2,,Time Series,,
SSC_OUTPUT,SSC_ARRAY,gh_calc,Irradiance GHI calculated,W/m2,,Time Series,,
SSC_OUTPUT,SSC_ARRAY,dn_calc,Irradiance DNI calculated,W/m2,,Time Series,,
SSC_OUTPUT,SSC_ARRAY,df_calc,Irradiance DHI calculated,W/m2,,Time Series,,
SSC_OUTPUT,SSC_ARRAY,wspd,Wind speed from weather file,m/s,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,tdry,Ambient temperature from weather file,C,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,sol_zen,Sun zenith angle,deg,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,sol_alt,Sun altitude angle,deg,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,sol_azi,Sun azimuth angle,deg,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,sunup,Sun up over horizon,0/1,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,sunpos_hour,Sun position calculation time,hour,,Time Series,,
SSC_OUTPUT,SSC_ARRAY,airmass,Absolute air mass,,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,alb,Albedo,,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,snowdepth,Snow depth from weather file,cm,,Time Series,,
SSC_OUTPUT,SSC_ARRAY,subarray1_aoi,Subarray 1 Angle of incidence,deg,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_surf_tilt,Subarray 1 Surface tilt,deg,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_surf_azi,Subarray 1 Surface azimuth,deg,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_axisrot,Subarray 1 Axis rotation for 1 axis trackers,deg,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_idealrot,Subarray 1 Ideal axis rotation for 1 axis trackers,deg,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_poa_nom,Subarray 1 POA total irradiance (nominal),W/m2,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_poa_shaded,Subarray 1 POA total irradiance after shading only,W/m2,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_poa_eff,Subarray 1 POA total irradiance after shading and soiling,W/m2,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_poa_eff_beam,Subarray 1 POA beam irradiance after shading and soiling,W/m2,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_poa_eff_diff,Subarray 1 POA diffuse irradiance after shading and soiling,W/m2,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_beam_shading_factor,Subarray 1 Beam irradiance shading factor,frac,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_linear_derate,Subarray 1 Self-shading linear derate,,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_ss_derate,Subarray 1 Self-shading DC derate,,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_ss_diffuse_derate,Subarray 1 Self-shading diffuse derate,,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_ss_reflected_derate,Subarray 1 Self-shading reflected derate,,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_modeff,Subarray 1 Module efficiency,%,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_soiling_derate,Subarray 1 Soiling derate,frac,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_celltemp,Subarray 1 Cell temperature,C,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray1_snow_loss,Subarray 1 Power loss due to snow (DC),kW,,Time Series (Subarray 1),,
SSC_OUTPUT,SSC_ARRAY,subarray1_snow_coverage,Subarray 1 Snow coverage,0..1,,Time Series (Subarray 1),,
SSC_OUTPUT,SSC_ARRAY,subarray1_dc_voltage,Subarray 1 DC string voltage,V,,Time Series (Subarray 1),*,
SSC_OUTPUT,SSC_ARRAY,subarray2_aoi,Subarray 2 Angle of incidence,deg,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_surf_tilt,Subarray 2 Surface tilt,deg,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_surf_azi,Subarray 2 Surface azimuth,deg,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_axisrot,Subarray 2 Axis rotation for 1 axis trackers,deg,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_idealrot,Subarray 2 Ideal axis rotation for 1 axis trackers,deg,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_poa_nom,Subarray 2 POA total irradiance (nominal),W/m2,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_poa_shaded,Subarray 2 POA total irradiance after shading only,W/m2,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_poa_eff,Subarray 2 POA total irradiance after shading and soiling,W/m2,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_poa_eff_beam,Subarray 2 POA beam irradiance after shading and soiling,W/m2,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_poa_eff_diff,Subarray 2 POA diffuse irradiance after shading and soiling,W/m2,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_beam_shading_factor,Subarray 2 Beam irradiance shading factor,frac,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_linear_derate,Subarray 2 Self-shading linear derate,,,Time Series (Subarray 1),,
SSC_OUTPUT,SSC_ARRAY,subarray2_ss_derate,Subarray 2 Self-shading DC derate,,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_ss_diffuse_derate,Subarray 2 Self-shading diffuse derate,,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_ss_reflected_derate,Subarray 2 Self-shading reflected derate,,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_modeff,Subarray 2 Module efficiency,%,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_soiling_derate,Subarray 2 Soiling derate,frac,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_celltemp,Subarray 2 Cell temperature,C,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray2_snow_loss,Subarray 2 Power loss due to snow (DC),kW,,Time Series (Subarray 1),,
SSC_OUTPUT,SSC_ARRAY,subarray2_snow_coverage,Subarray 2 Snow coverage,0..1,,Time Series (Subarray 1),,
SSC_OUTPUT,SSC_ARRAY,subarray2_dc_voltage,Subarray 2 DC string voltage,V,,Time Series (Subarray 2),,
SSC_OUTPUT,SSC_ARRAY,subarray3_aoi,Subarray 3 Angle of incidence,deg,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_surf_tilt,Subarray 3 Surface tilt,deg,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_surf_azi,Subarray 3 Surface azimuth,deg,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_axisrot,Subarray 3 Axis rotation for 1 axis trackers,deg,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_idealrot,Subarray 3 Ideal axis rotation for 1 axis trackers,deg,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_poa_nom,Subarray 3 POA total irradiance (nominal),W/m2,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_poa_shaded,Subarray 3 POA total irradiance after shading only,W/m2,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_poa_eff,Subarray 3 POA total irradiance after shading and soiling,W/m2,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_poa_eff_beam,Subarray 3 POA beam irradiance after shading and soiling,W/m2,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_poa_eff_diff,Subarray 3 POA diffuse irradiance after shading and soiling,W/m2,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_beam_shading_factor,Subarray 3 Beam irradiance shading factor,frac,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_linear_derate,Subarray 3 Self-shading linear derate,,,Time Series (Subarray 1),,
SSC_OUTPUT,SSC_ARRAY,subarray3_ss_derate,Subarray 3 Self-shading DC derate,,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_ss_diffuse_derate,Subarray 3 Self-shading diffuse derate,,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_ss_reflected_derate,Subarray 3 Self-shading reflected derate,,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_modeff,Subarray 3 Module efficiency,%,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_soiling_derate,Subarray 3 Soiling derate,frac,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_celltemp,Subarray 3 Cell temperature,C,,Time Series (Subarray 3),,
SSC_OUTPUT,SSC_ARRAY,subarray3_snow_loss,Subarray 3 Power loss due to snow (DC),kW,,Time Series (Subarray 1),,
SSC_OUTPUT,SSC_ARRAY,subarray3_snow_coverage,Subarray 3 Snow coverage,0..1,,Time Series (Subarray 1),,
SSC_OUTPUT,SSC_ARRAY,subarray3_dc_voltage,Subarray 3 DC string voltage,V,,Time Series (Subarray 3),,
