TYPE,DATA,NAME,LABEL,UNITS,META,GROUP,REQUIRE,CONSTRAINT
SSC_OUTPUT,SSC_ARRAY,subarray4_aoi,Subarray 4 Angle of incidence,deg,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_surf_tilt,Subarray 4 Surface tilt,deg,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_surf_azi,Subarray 4 Surface azimuth,deg,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_axisrot,Subarray 4 Axis rotation for 1 axis trackers,deg,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_idealrot,Subarray 4 Ideal axis rotation for 1 axis trackers,deg,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_poa_nom,Subarray 4 POA total irradiance (nominal),W/m2,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_poa_shaded,Subarray 4 POA total irradiance after shading only,W/m2,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_poa_eff,Subarray 4 POA total irradiance after shading and soiling,W/m2,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_poa_eff_beam,Subarray 4 POA beam irradiance after shading and soiling,W/m2,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_poa_eff_diff,Subarray 4 POA diffuse irradiance after shading and soiling,W/m2,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_beam_shading_factor,Subarray 4 Beam irradiance shading factor,frac,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_linear_derate,Subarray 4 Self-shading linear derate,,,Time Series (Subarray 1),,
SSC_OUTPUT,SSC_ARRAY,subarray4_ss_derate,Subarray 4 Self-shading DC derate,,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_ss_diffuse_derate,Subarray 4 Self-shading diffuse derate,,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_ss_reflected_derate,Subarray 4 Self-shading reflected derate,,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_modeff,Subarray 4 Module efficiency,%,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_soiling_derate,Subarray 4 Soiling derate,frac,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_celltemp,Subarray 4 Cell temperature,C,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,subarray4_snow_loss,Subarray 4 Power loss due to snow (DC),kW,,Time Series (Subarray 1),,
SSC_OUTPUT,SSC_ARRAY,subarray4_snow_coverage,Subarray 4 snow coverage,0..1,,Time Series (Subarray 1),,
SSC_OUTPUT,SSC_ARRAY,subarray4_dc_voltage,Subarray 4 DC string voltage,V,,Time Series (Subarray 4),,
SSC_OUTPUT,SSC_ARRAY,poa_nom,POA total radiation (nominal),kW,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,poa_beam_nom,POA beam radiation (nominal),kW,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,poa_shaded,POA total radiation after shading only,kW,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,poa_eff,POA total radiation after shading and soiling,kW,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,poa_beam_eff,POA beam radiation after shading and soiling,kW,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,inverter_dc_voltage,Inverter dc input voltage,V,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,dc_snow_loss,Power loss due to snow (DC),kW,,Time Series,,
SSC_OUTPUT,SSC_ARRAY,dc_net,Array power (DC),kW,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,monthly_snow_loss,Energy loss due to snow (DC),kWh,,Monthly,,
SSC_OUTPUT,SSC_NUMBER,annual_snow_loss,Energy loss due to snow (DC),kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,system_use_lifetime_output,Use lifetime output,0/1,,Miscellaneous,*,INTEGER
SSC_OUTPUT,SSC_NUMBER,ts_shift_hours,Time offset for interpreting time series outputs,hours,,Miscellaneous,*,
SSC_OUTPUT,SSC_NUMBER,annual_energy,Annual energy,kWh,,Annual,*,
SSC_OUTPUT,SSC_ARRAY,inv_eff,Inverter efficiency,%,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,dc_invmppt_loss,Inverter clipping loss DC MPPT voltage limits,kW,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,inv_cliploss,Inverter clipping loss AC power limit,kW,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,inv_psoloss,Inverter power consumption loss,kW,,Time Series,*,
SSC_OUTPUT,SSC_ARRAY,inv_pntloss,Inverter night time loss,kW,,Time Series,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_invmppt_loss,Inverter clipping loss DC MPPT voltage limits,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_inv_cliploss,Inverter clipping loss AC power limit,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_inv_psoloss,Inverter power consumption loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_inv_pntloss,Inverter night time loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_ARRAY,monthly_poa_nom,POA total radiation (nominal),kWh,,Monthly,*,LENGTH=12
SSC_OUTPUT,SSC_ARRAY,monthly_poa_beam_nom,POA beam radiation (nominal),kWh,,Monthly,*,LENGTH=12
SSC_OUTPUT,SSC_ARRAY,monthly_poa_eff,POA total radiation after shading and soiling,kWh,,Monthly,*,LENGTH=12
SSC_OUTPUT,SSC_ARRAY,monthly_poa_beam_eff,POA beam radiation after shading and soiling,kWh,,Monthly,*,LENGTH=12
SSC_OUTPUT,SSC_ARRAY,monthly_dc,PV array energy (DC),kWh,,Monthly,*,LENGTH=12
SSC_OUTPUT,SSC_ARRAY,monthly_energy,System energy (AC),kWh,,Monthly,*,LENGTH=12
SSC_OUTPUT,SSC_NUMBER,annual_gh,Irradiance- GHI- annual,kWh/m2,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_poa_nom,POA total radiation (nominal),kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_poa_beam_nom,POA beam radiation (nominal),kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_poa_shaded,POA total radiation after shading only,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_poa_eff,POA total radiation after shading and soiling,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_poa_beam_eff,POA beam radiation after shading and soiling,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_nominal,PV array energy nominal (DC),kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_gross,PV array energy gross (DC),kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_net,PV array energy (DC),kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_ac_gross,System energy gross (AC),kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,nameplate_dc_rating,System nameplate DC rating,kW,,Miscellaneous,*,
SSC_OUTPUT,SSC_NUMBER,subarray1_dcloss,Sub-array 1 Total DC power loss,%,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,subarray2_dcloss,Sub-array 2 Total DC power loss,%,,Annual,subarray2_enable=1,
SSC_OUTPUT,SSC_NUMBER,subarray3_dcloss,Sub-array 3 Total DC power loss,%,,Annual,subarray3_enable=1,
SSC_OUTPUT,SSC_NUMBER,subarray4_dcloss,Sub-array 4 Total DC power loss,%,,Annual,subarray4_enable=1,
SSC_OUTPUT,SSC_NUMBER,ac_loss,Interconnection AC loss,%,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_subarray1_dc_gross,Subarray 1 gross DC energy,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_subarray1_dc_mismatch_loss,Subarray 1 DC mismatch loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_subarray1_dc_diodes_loss,Subarray 1 DC diodes and connections loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_subarray1_dc_wiring_loss,Subarray 1 DC wiring loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_subarray1_dc_tracking_loss,Subarray 1 DC tracking loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_subarray1_dc_nameplate_loss,Subarray 1 DC nameplate loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_subarray2_dc_gross,Subarray 2 gross DC energy,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray2_dc_mismatch_loss,Subarray 2 DC mismatch loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray2_dc_diodes_loss,Subarray 2 DC diodes and connections loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray2_dc_wiring_loss,Subarray 2 DC wiring loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray2_dc_tracking_loss,Subarray 2 DC tracking loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray2_dc_nameplate_loss,Subarray 2 DC nameplate loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray3_dc_gross,Subarray 3 gross DC energy,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray3_dc_mismatch_loss,Subarray 3 DC mismatch loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray3_dc_diodes_loss,Subarray 3 DC diodes and connections loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray3_dc_wiring_loss,Subarray 3 DC wiring loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray3_dc_tracking_loss,Subarray 3 DC tracking loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray3_dc_nameplate_loss,Subarray 3 DC nameplate loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray4_dc_gross,Subarray 4 gross DC energy,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray4_dc_mismatch_loss,Subarray 4 DC mismatch loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray4_dc_diodes_loss,Subarray 4 DC diodes and connections loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray4_dc_wiring_loss,Subarray 4 DC wiring loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray4_dc_tracking_loss,Subarray 4 DC tracking loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_subarray4_dc_nameplate_loss,Subarray 4 DC nameplate loss,kWh,,Annual,,
SSC_OUTPUT,SSC_NUMBER,annual_dc_mismatch_loss,DC mismatch loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_diodes_loss,DC diodes and connections loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_wiring_loss,DC wiring loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_tracking_loss,DC tracking loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_nameplate_loss,DC nameplate loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_optimizer_loss,DC power optimizer loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_poa_shading_loss_percent,POA shading loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_poa_soiling_loss_percent,POA soiling loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_module_loss_percent,DC module modeled loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_snow_loss_percent,DC snow loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_mppt_clip_loss_percent,DC inverter MPPT clipping loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_mismatch_loss_percent,DC mismatch loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_diodes_loss_percent,DC diodes and connections loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_wiring_loss_percent,DC wiring loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_tracking_loss_percent,DC tracking loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_nameplate_loss_percent,DC nameplate loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_optimizer_loss_percent,DC power optimizer loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_ac_inv_clip_loss_percent,AC inverter power clipping loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_ac_inv_pso_loss_percent,AC inverter power consumption loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_ac_inv_pnt_loss_percent,AC inverter night tare loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_ac_inv_eff_loss_percent,AC inverter efficiency loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_ac_wiring_loss_percent,AC wiring loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_ac_transformer_loss_percent,AC step-up transformer loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_ac_perf_adj_loss_percent,AC performance adjustment loss,%,,Loss,*,
SSC_OUTPUT,SSC_NUMBER,annual_ac_wiring_loss,AC wiring loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_ac_transformer_loss,AC step-up transformer loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,annual_dc_optimizer_loss,DC power optimizer loss,kWh,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,6par_a,CEC 6-parameter: a,,,Miscellaneous,*,
SSC_OUTPUT,SSC_NUMBER,6par_Io,CEC 6-parameter: Io,,,Miscellaneous,*,
SSC_OUTPUT,SSC_NUMBER,6par_Il,CEC 6-parameter: Il,,,Miscellaneous,*,
SSC_OUTPUT,SSC_NUMBER,6par_Rs,CEC 6-parameter: Rs,,,Miscellaneous,*,
SSC_OUTPUT,SSC_NUMBER,6par_Rsh,CEC 6-parameter: Rsh,,,Miscellaneous,*,
SSC_OUTPUT,SSC_NUMBER,6par_Adj,CEC 6-parameter: Adj,,,Miscellaneous,*,
SSC_OUTPUT,SSC_NUMBER,performance_ratio,Performance ratio,,,Annual,*,
SSC_OUTPUT,SSC_NUMBER,capacity_factor,Capacity factor,%,,,*,
SSC_OUTPUT,SSC_NUMBER,kwh_per_kw,First year kWh/kW,kWh/kW,,,*,
SSC_INPUT,SSC_NUMBER,adjust:constant,Constant loss adjustment,%,,Loss Adjustments,*,MAX=100
SSC_INPUT,SSC_ARRAY,adjust:hourly,Hourly loss adjustments,%,,Loss Adjustments,?,LENGTH=8760
SSC_INPUT,SSC_MATRIX,adjust:periods,Period-based loss adjustments,%,"n x 3 matrix [ start, end, loss ]",Loss Adjustments,?,COLS=3
SSC_OUTPUT,SSC_ARRAY,gen,Power generated by system,kW,,Time Series,*,
SSC_INPUT,SSC_NUMBER,pv_lifetime_simulation,PV lifetime simulation,0/1,,,?=0,BOOLEAN
SSC_INPUT,SSC_NUMBER,analysis_period,Lifetime analysis period,years,,,pv_lifetime_simulation=1,
SSC_INPUT,SSC_NUMBER,batt_dc_ac_efficiency,Battery DC to AC efficiency,,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_ac_dc_efficiency,Inverter AC to battery DC efficiency,,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_computed_strings,Number of strings of cells,,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_computed_series,Number of cells in series,,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_computed_bank_capacity,Computed bank capacity,kWh,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_chem,Battery chemistry,,"0=LeadAcid,1=LiIon",Battery,,
SSC_INPUT,SSC_NUMBER,batt_minimum_SOC,Minimum allowed state-of-charge,V,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_maximum_SOC,Minimum allowed state-of-charge,V,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_current_charge_max,Maximum charge current,A,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_current_discharge_max,Maximum discharge current,A,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_minimum_modetime,Minimum time at charge state,min,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_Vfull,Fully charged cell voltage,V,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_Vexp,Cell voltage at end of exponential zone,V,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_Vnom,Cell voltage at end of nominal zone,V,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_Vnom_default,Default nominal cell voltage,V,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_Qfull,Fully charged cell capacity,Ah,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_Qexp,Cell capacity at end of exponential zone,Ah,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_Qnom,Cell capacity at end of nominal zone,Ah,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_C_rate,Rate at which voltage vs. capacity curve input,,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_resistance,Internal resistance,Ohm,,Battery,,
SSC_INPUT,SSC_NUMBER,LeadAcid_q20_computed,Capacity at 20-hour discharge rate,Ah,,Battery,,
SSC_INPUT,SSC_NUMBER,LeadAcid_q10_computed,Capacity at 10-hour discharge rate,Ah,,Battery,,
SSC_INPUT,SSC_NUMBER,LeadAcid_qn_computed,Capacity at discharge rate for n-hour rate,Ah,,Battery,,
SSC_INPUT,SSC_NUMBER,LeadAcid_tn,Time to discharge,h,,Battery,,
SSC_INPUT,SSC_MATRIX,batt_lifetime_matrix,Cycles vs capacity at different depths-of-discharge,,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_replacement_capacity,Capacity degradation at which to replace battery,%,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_mass,Battery mass,kg,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_length,Battery length,m,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_width,Battery width,m,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_height,Battery height,m,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_Cp,Battery specific heat capacity,J/KgK,,Battery,,
SSC_INPUT,SSC_NUMBER,batt_h_to_ambient,Heat transfer between battery and environment,W/m2K,,Battery,,
SSC_INPUT,SSC_NUMBER,T_room,Temperature of storage room,C,,Battery,,
SSC_INPUT,SSC_MATRIX,cap_vs_temp,Effective capacity as function of temperature,"C,%",,Battery,,
SSC_INPUT,SSC_ARRAY,dispatch_manual_charge,Periods 1-6 charging allowed?,,,Battery,,
SSC_INPUT,SSC_ARRAY,dispatch_manual_discharge,Periods 1-6 discharging allowed?,,,Battery,,
SSC_INPUT,SSC_ARRAY,dispatch_manual_gridcharge,Periods 1-6 grid charging allowed?,,,Battery,,
SSC_INPUT,SSC_ARRAY,dispatch_manual_percent_discharge,Periods 1-6 discharge percent,%,,Battery,,
SSC_INPUT,SSC_ARRAY,dispatch_manual_percent_gridcharge,Periods 1-6 gridcharge percent,%,,Battery,,
SSC_INPUT,SSC_MATRIX,dispatch_manual_sched,Battery dispatch schedule for weekday,,,Battery,,
SSC_INPUT,SSC_MATRIX,dispatch_manual_sched_weekend,Battery dispatch schedule for weekend,,,Battery,,
SSC_INPUT,SSC_ARRAY,batt_target_power,Grid target power for every time step,kW,,Battery,?=0,
SSC_INPUT,SSC_ARRAY,batt_target_power_monthly,Grid target power on monthly basis,kW,,Battery,?=0,
SSC_INPUT,SSC_NUMBER,batt_target_choice,Target power input option,0/1,,Battery,?=0,
SSC_INPUT,SSC_NUMBER,batt_dispatch_choice,Battery dispatch algorithm,0/1/2,,Battery,?=0,
SSC_INPUT,SSC_NUMBER,batt_pv_choice,Prioritize PV usage for load or battery,0/1,,Battery,?=0,
SSC_OUTPUT,SSC_ARRAY,batt_q0,Battery total charge,Ah,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_q1,Battery available charge,Ah,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_q2,Battery bound charge,Ah,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_SOC,Battery state of charge,%,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_DOD,Battery cycle depth of discharge,%,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_qmaxI,Battery maximum capacity at current,Ah,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_qmax,Battery maximum charge,Ah,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_I,Battery current,A,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_voltage_cell,Battery cell voltage,V,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_voltage,Battery voltage,V,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_cycles,Battery number of cycles,,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_temperature,Battery temperature,C,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_capacity_percent,Battery capacity percent for lifetime,%,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_capacity_thermal_percent,Battery capacity percent for temperature,%,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_bank_replacement,Battery bank replacements per year,number/year,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_power,Power to/from battery,kW,,Battery,,
SSC_OUTPUT,SSC_ARRAY,grid_power,Power to/from grid,kW,,Battery,,
SSC_OUTPUT,SSC_ARRAY,pv_batt_gen,Power of PV+battery,kW,,Battery,,
SSC_OUTPUT,SSC_ARRAY,pv_to_load,Power to load from PV,kW,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_to_load,Power to load from battery,kW,,Battery,,
SSC_OUTPUT,SSC_ARRAY,grid_to_load,Power to load from grid,kW,,Battery,,
SSC_OUTPUT,SSC_ARRAY,pv_to_batt,Power to battery from PV,kW,,Battery,,
SSC_OUTPUT,SSC_ARRAY,grid_to_batt,Power to battery from grid,kW,,Battery,,
SSC_OUTPUT,SSC_ARRAY,monthly_pv_to_load,Energy to load from PV,kWh,,Battery,,LENGTH=12
SSC_OUTPUT,SSC_ARRAY,monthly_batt_to_load,Energy to load from battery,kWh,,Battery,,LENGTH=12
SSC_OUTPUT,SSC_ARRAY,monthly_grid_to_load,Energy to load from grid,kWh,,Battery,,LENGTH=12
SSC_OUTPUT,SSC_ARRAY,batt_annual_charge_from_pv,Battery annual energy charged from pv,kWh,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_annual_charge_from_grid,Battery annual energy charged from grid,kWh,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_annual_charge_energy,Battery annual energy charged,kWh,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_annual_discharge_energy,Battery annual energy discharged,kWh,,Battery,,
SSC_OUTPUT,SSC_ARRAY,batt_annual_energy_loss,Battery annual energy loss,kWh,,Battery,,
SSC_OUTPUT,SSC_ARRAY,annual_export_to_grid_energy,Annual energy exported to grid,kWh,,Battery,,
SSC_OUTPUT,SSC_ARRAY,annual_import_to_grid_energy,Annual energy imported from grid,kWh,,Battery,,
SSC_OUTPUT,SSC_NUMBER,average_cycle_efficiency,Battery average cycle efficiency,%,,Annual,,
SSC_OUTPUT,SSC_NUMBER,batt_pv_charge_percent,Battery percent energy charged from PV,%,,Annual,,
SSC_OUTPUT,SSC_NUMBER,batt_bank_installed_capacity,Battery bank installed capacity,kWh,,Annual,,
SSC_OUTPUT,SSC_MATRIX,batt_dispatch_sched,Battery dispatch schedule,,,Battery,,
